Eye length ratio,Eye distance ratio,Nose ratio,Lip size ratio,Lip length ratio,Eye-brow length ratio,Aggressive ratio,Gender
0.4267253292112548,0.5064768460443475,0.1660082668499721,4.474275910905935,0.4361737683401592,0.4267253292112548,0.9445179202545555,m
0.3980768275896297,0.5237467957999171,0.14722651585811855,3.3920567304274307,0.4690561341429794,0.3980768275896297,0.9548697930110615,m
0.4149639695875122,0.5093667543335932,0.15506789072607088,3.8870807702930295,0.4562994969458015,0.4149639695875122,0.9601877938579118,m
0.422003613789427,0.5052358743201452,0.16285681887718986,3.382284668854915,0.3988781460579056,0.422003613789427,0.9259228421881786,m
0.3743730910801755,0.5222216193561392,0.13539545110559834,3.287606010645908,0.4129101806881903,0.3743730910801755,0.981762685675051,m
0.36755128211356386,0.536569378326778,0.1359867593499904,3.3043986298752674,0.48563493652849943,0.36755128211356386,0.9720685318963463,m
0.36992182409207214,0.5386383860331939,0.1344803649488848,3.7620099099094633,0.39755745540173576,0.36992182409207214,0.925943370830875,m
0.3579606586243976,0.5281299871930304,0.13803255902293637,3.1396550932878666,0.38083825611695593,0.3579606586243976,0.9035732507708426,m
0.3507032940489952,0.5279523480872744,0.14783563655815674,3.498117946335595,0.4836824763058109,0.3507032940489952,0.9621291661449499,m
0.37536226335458794,0.4912494587187661,0.16310380377960396,4.235137695339194,0.5172854490661594,0.37536226335458794,0.9337710559612012,m
0.3511146774282322,0.5094959536326786,0.16022945384573767,4.639975367432608,0.4845809096394064,0.3511146774282322,0.9491084170775382,m
0.3757430193212956,0.5136522708557942,0.17241892347968588,4.8612288076405115,0.4331439879439061,0.3757430193212956,0.9367182106292136,m
0.36929798594874863,0.5131653203142881,0.13149032012735276,6.94087955622585,0.4385173647634465,0.36929798594874863,0.9680759992745684,m
0.3346379840359319,0.5463252373772483,0.15785338928046774,2.5819681409544306,0.5292622082569076,0.3346379840359319,0.8924150549439394,m
0.3768789688919905,0.5165159258304036,0.15158325746629214,3.639051229901352,0.4499050302999259,0.3768789688919905,0.9840094141137251,m
0.36174918358271535,0.5420876009567658,0.1514207916171502,3.873171809872836,0.4429068447385522,0.36174918358271535,1.0012450748355395,m
0.3365399309503237,0.4975799710096462,0.12127243575880982,10.42825713517774,0.4368407157458293,0.3365399309503237,0.905932582934668,m
0.32425684015148615,0.5151638232793747,0.13936917021487424,2.8606673011822696,0.491058431118104,0.32425684015148615,0.8884171491168574,m
0.3529624712524121,0.5254813798554454,0.12988048032978547,4.972351841300769,0.44096111240756647,0.3529624712524121,0.8914472322358881,m
0.359320083242023,0.5296625745203352,0.11739792257061855,4.347034528121439,0.40073676421682697,0.359320083242023,0.8603380423770507,m
0.37326956464864425,0.5122410552699289,0.13360600773716824,4.557558661956056,0.4779931915002303,0.37326956464864425,0.9241162342768091,m
0.38768144686335826,0.5414258676547637,0.1548350595193754,3.3848648825026486,0.5421259013319417,0.38768144686335826,0.9745298403326075,m
0.3945139040418928,0.5144753989953903,0.1413937660005148,3.181483956481721,0.43684865755790636,0.3945139040418928,0.9304349130397461,m
0.37188156959126056,0.5269518468043316,0.14249078805279766,3.4813018958391813,0.43539561132384746,0.37188156959126056,0.9145716650702717,m
0.3653990471167221,0.49161855444457553,0.14081685762776222,3.2488602927614214,0.4582747583963469,0.3653990471167221,0.923100603377421,m
0.34086417322511176,0.5054357549439298,0.1562045180397724,3.050233320339739,0.5121027062205774,0.34086417322511176,0.9224997810700857,m
0.3711553102028034,0.5091420148069093,0.13431587131260067,2.6082810809273878,0.42823188387589844,0.3711553102028034,0.9747068971412743,m
0.39180278457933143,0.49929965806197624,0.14810612644668558,2.3794491094952104,0.42855428562004066,0.39180278457933143,0.9899826297388349,m
0.40263923482703623,0.5102861050142621,0.15394541591477945,3.4052157362572815,0.5093396754441926,0.40263923482703623,0.9975902289065642,m
0.4067817568235316,0.49566200741251215,0.1820538403963237,2.5239573704509324,0.5357587352675183,0.4067817568235316,0.9068190058953421,m
0.4249421996095143,0.5023737496109008,0.15587777259039273,3.2651897153399694,0.4691294211523569,0.4249421996095143,0.9705120984905372,m
0.4305400203759018,0.5206798005555516,0.15527614111811824,3.12343592092099,0.47074855341921956,0.4305400203759018,0.9981859278073666,m
0.3591485885361788,0.5435139702054624,0.14784011106221853,3.2018571735229067,0.4086955788164631,0.3591485885361788,0.9554873078760482,m
0.3626191225126519,0.5372435780727389,0.1498657286871564,3.0003713475205585,0.5453999408008843,0.3626191225126519,0.9534407697122428,m
0.4040958825542207,0.49226045979425576,0.14789575977022673,3.870734174754409,0.4587229927902775,0.4040958825542207,0.9260782367941333,m
0.35978351900822253,0.5220288640624482,0.16101781596369852,2.579673869835622,0.40680438984226913,0.35978351900822253,0.9839321094608122,m
